adult,belongs_to_collection,budget,genres,homepage,id,imdb_id,original_language,original_title,overview,popularity,poster_path,production_companies,production_countries,release_date,revenue,runtime,spoken_languages,status,tagline,title,video,vote_average,vote_count
False,,0,"[{'id': 16, 'name': 'Animation'}]",,184402,tt0177956,de,Opus IV,An abstract animation by Walter Ruttmann.,0.433345,/mF7L0KIt3i8L5vpN2uLhyNlcvyM.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}]",1925-04-09,0,4.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Opus IV,False,6.9,4
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,370213,tt5278928,fa,Sonita,"If 18-year-old Sonita had a say, Michael Jackson and Rihanna would be her parents and she'd be a rapper who tells the story of Afghan women and their fate as child brides. She finds out that her family plans to sell her to an unknown husband for $9,000.",0.399658,/gTLYkTZWLo5NkWGdMbSHiCLo3aa.jpg,[],"[{'iso_3166_1': 'DE', 'name': 'Germany'}, {'iso_3166_1': 'CH', 'name': 'Switzerland'}]",2015-11-20,0,91.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'fa', 'name': 'فارسی'}]",Released,,Sonita,False,6.0,1
False,,10000,"[{'id': 27, 'name': 'Horror'}]",,99104,tt0126820,en,Bloodletting,"A young woman, fascinated with mass murderers, tracks down the world's most famous uncaught serial killer and becomes his apprentice; together they go on a killing spree.",0.072171,/kObIQERttnMmGNhYKj0sPRVTdXc.jpg,"[{'name': 'Tempe Video', 'id': 4687}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1997-01-01,0,89.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,The only thing that stands between Butch and Serena...will die.,Bloodletting,False,5.0,1
False,,0,"[{'id': 10749, 'name': 'Romance'}]",http://pixltv.com/cant-buy-my-love-premieres-saturday-march-4/,445126,tt5864238,en,Can't Buy My Love,"Lilly, a hard working EMT, is only focused on her job and getting into medical school. So when wealthy slacker Jeff enters her life it throws her off course. At first, Lilly wants nothing to do with Jeff or his sense of entitlement and lack of direction. As she spends more time with him, she starts to realize that you can’t always judge a book by its cover.",0.661347,/fT3i5Yegn1gqoNsfV1utk1vwcvU.jpg,[],[],2017-03-04,0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Can't Buy My Love,False,7.0,7
False,,0,"[{'id': 10770, 'name': 'TV Movie'}, {'id': 10749, 'name': 'Romance'}]",http://pixltv.com/hopeless-romantic-premieres-saturday-june-4/,401687,tt5775814,en,Hopeless Romantic,"Hopeless romantic Matt (Brandon W. Jones) decides it’s time to pop the big question to his girlfriend, Alexis (Cassi Thomson). Before the big evening he practices his proposal on his best friend, Liz (Christa B. Allen). Matt believes if he follows the rules of all of his favorite romantic comedies he’s guaranteed a “Yes!” To Matt’s dismay, Alexis gently rejects him stating he’s only interested in the idea of being in love and not a real relationship. After this unexpected disaster, Matt binge watches one rom-com after another and comes up with plan to win Alexis back. Though Liz thinks Matt’s plan is absurd she agrees to be his wingman. The operation to rekindle his relationship appears to be working only for Matt to face the reality that he and Alexis may have grown apart and his heart belongs elsewhere.",0.253497,/c4v2ng9xfwt5dEP5T6ngeimozLu.jpg,"[{'name': 'Larry Levinson Productions', 'id': 3282}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2016-06-04,0,86.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Hopeless Romantic,False,4.3,3
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,200066,tt0095150,en,Il frullo del passero,"A woman, who has been the mistress of a man who has just died, thinks about leaving the little Italian village where they lived and moving to another place. An old and rich man offers her a place in his house, however, she will have to listen to him telling his past love stories.",0.138621,/36KPcZJbbZKqvfeWjyG5xcHYHKR.jpg,"[{'name': 'Reteitalia', 'id': 1242}]","[{'iso_3166_1': 'IT', 'name': 'Italy'}, {'iso_3166_1': 'FR', 'name': 'France'}]",1988-01-01,0,95.0,"[{'iso_639_1': 'it', 'name': 'Italiano'}]",Released,,The Sparrow's Fluttering,False,0.0,0
False,,0,"[{'id': 18, 'name': 'Drama'}]",,273279,tt1563665,fr,La peau de chagrin,"In 19th-century France, a man (Thomas Coumans) magically has his wishes come true but at a price that shortens his life.",1.235341,/1Hm7BHuc2TZqx1SYeidS8ht6YvU.jpg,"[{'name': 'Fontana Productions', 'id': 2306}, {'name': 'Radio Télévision Belge Francophone (RTBF)', 'id': 7466}, {'name': 'France 2 Cinéma', 'id': 15671}, {'name': 'Murmures Productions', 'id': 24152}]","[{'iso_3166_1': 'BE', 'name': 'Belgium'}, {'iso_3166_1': 'FR', 'name': 'France'}]",2010-09-22,0,98.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,The Skin of Sorrow,False,7.0,1
False,,1200000,"[{'id': 18, 'name': 'Drama'}, {'id': 27, 'name': 'Horror'}]",http://ddpromo.ru/,97797,tt0477340,ru,Мертвые дочери,"In present-day Moscow ghosts of three little girls killed by their insane mother randomly pick a person to watch over for a three days. If during this ""probation period"" person's moral standards appear not to be high enough The Daughters then kill him using telekinesis.",0.355732,/n2vhOrSsrqZL5trWUTdku0cPPk0.jpg,"[{'name': 'Praktika Pictures', 'id': 9124}, {'name': 'Central Partnership', 'id': 9342}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2007-02-01,0,123.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,Be Good Or Die,Dead Daughters,False,4.9,5
False,,0,[],,149946,tt1002760,ru,Два в одном,"This celebrated director's ""exquisite cruelty"" appears front and center when the death of a stage actor turns a theatrical drama into a real one. Two in One's two parts, ""Stagehands"" and ""Woman of a Lifetime,"" celebrate the psychological richness that lurks just beneath the surface of banal reality--if murderous stagehands, lascivious fathers and vengeful daughters can be described as banal.",0.038832,/oRGFr0ZMeE3owOAq3dzf89fDyBM.jpg,[],[],2007-11-27,0,124.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Two in One,False,1.0,1
False,,0,[],,61385,tt0383020,ru,Настройщик,"The Tuner (Russian: Настройщик, Nastroyshchik) is a 2004 mix film of art house grotesque and a sting comedy. At the heart of Kira Muratova’s film is her characteristic and enduring love of predation—predation for its own sake. The film offers a complex assessment of the human subject, civilization, and the creative act. The stars of the film include famous Russian actors such as Alla Demidova, Renata Litvinova, Nina Ruslanova, and Georgi Deliyev. Directed by Kira Muratova, author of sixteen films over forty-two years, best known in the West for her political rehabilitation during the perestroika period and the un-shelving of her so-called provincial melodramas, Brief Encounters (Korotkie vstrechi, 1967/1987) and Long Farewells (Dolgie provody, 1971/1987).",0.969783,/gXx0hIeG8U4zaMkupYkOtDOCNms.jpg,"[{'name': 'Pygmalion Production', 'id': 25924}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}, {'iso_3166_1': 'UA', 'name': 'Ukraine'}]",2004-09-06,0,154.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Tuner,False,6.9,7
False,,1254040,"[{'id': 10749, 'name': 'Romance'}, {'id': 35, 'name': 'Comedy'}]",http://lmtr.fi/,468707,tt5742932,fi,Lauri Mäntyvaaran tuuheet ripset,,0.347806,/rKOpJuwb7pTqYVShHM2tl25VxyF.jpg,"[{'name': 'Elokuvayhtiö Oy Aamu', 'id': 84883}]","[{'iso_3166_1': 'FI', 'name': 'Finland'}]",2017-07-28,0,90.0,"[{'iso_639_1': 'fi', 'name': 'suomi'}]",Released,,Thick Lashes of Lauri Mäntyvaara,False,8.0,1
False,,750000,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}]",,280422,tt3805180,ru,Все и сразу,,0.201582,/hNsmPpl3zLG36jr4EIEd5P8I4pa.jpg,"[{'name': 'Кинокомпания «Lunapark»', 'id': 42096}, {'name': 'Инвада фильм', 'id': 42097}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2014-06-05,3,0.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,All at Once,False,6.0,4
False,,0,"[{'id': 9648, 'name': 'Mystery'}, {'id': 18, 'name': 'Drama'}]",,38326,tt1227796,ru,Юрьев День,A mother loses her son during a winter visit to a remote town.,0.788614,/axu7Hb3c9aVJbcdt1VVmbfnWrXN.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2008-08-12,0,137.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Yuri's Day,False,6.5,4
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 36, 'name': 'History'}, {'id': 9648, 'name': 'Mystery'}]",,240789,tt1197626,ru,Чудо,"The film is based on real events that took place in Samara in 1956 and known as the ""Standing Zoe."" During the holiday girl, without waiting her betrothed, removes the icon from the wall and Nicholas begins to dance with her, but suddenly freezes in place. This state continues for many months. Residents of the provincial town are frightened by this extraordinary event, which is cluttered with rumors and speculation. To try to understand the situation, there goes metropolitan newspaper journalist ...",0.436028,/AjXZQPdV5PUibMqVPXVFCZ4VK4N.jpg,"[{'name': 'Central Partnership', 'id': 9342}, {'name': 'Amkart Studios', 'id': 15754}, {'name': 'Russian Ministry of Culture', 'id': 15755}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2009-10-09,50656,110.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Miracle,False,6.3,3
False,,2000000,"[{'id': 35, 'name': 'Comedy'}]",,293654,tt3761706,ru,Корпоратив,"Igor, a furniture store manager, tries to figure out what happened during the corporate event which resulted his store to be completely destroyed.",0.52437,/oaCkhsq33ONrjq0PYwPmgtEhzg.jpg,"[{'name': 'Enjoy Movies', 'id': 9340}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2014-09-18,0,89.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Corporate Event,False,3.5,4
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,64197,tt1047845,ru,Puteshestvie s domashnimi zhivotnymi,"Plucked from an orphanage as a literal love slave, the now adult Natalija (a luminous Kseniya Kutepova) serves her ape-like husband by tending his prized cow—whose milk they sell to customers on passing trains. When hubby suddenly drops dead, however, Natalija’s narrow life of cows and rails finally starts opening up. Dumping his body at the local hospital, dropping by church to say a few prayers and trading in the cow for a pet goat, she slowly eliminates all trace of his former hold on her, searching out a new life in the freedom that emerges.",0.528657,/fZlvSGtAVfnXkJCY3Gnev05rUFk.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2007-06-25,0,97.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Travelling with Pets,False,6.0,5
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,102363,tt2117825,ru,Beduin,"Rita's daughter is sick with leukemia. In order to obtain the money for a bone marrow transplant, she travels from Ukraine to Russia to become a surrogate mother. The homosexual couple who are the biological parents of the child die in an automobile accident. Rita is left six month pregnant, without any money, and with a dying daughter to care for. In order to save her daughter, Rita is prepared to do anything. She's drawn into the criminal world, from which she escapes with her daughter to Jordan in the Near East, where Bedouins treat cancer by means of nontraditional medicines.",1.015759,/467Wl06wom9LKdKVlaT6IJ3BQbQ.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2011-01-01,0,90.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Bedouin,False,4.0,5
False,,0,"[{'id': 18, 'name': 'Drama'}]",,92771,tt0416099,ru,Папа,"Based on A. Galych's play ""Matrosskaya Tishina"", ""Papa"" tells a story of a Jewish father who dreamed of seeing his son perform on a stage in front of huge audiences, he dreamed of seeing him as the greatest violinist of his time. To achieve the goal he taught his son Dodik how to play the violin from the yearly age. When Dodik grew up he left the small town he and his father lived in to study in the Moscow Conservatory leaving his past behind. But one day he has to choose either to loose his father or everything he has achieved.",0.406193,/yCy3xlrGU20LpucpCMxKfv1etDo.jpg,"[{'name': 'NTV-PROFIT', 'id': 21578}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2004-09-09,0,94.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Daddy,False,5.3,3
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 10749, 'name': 'Romance'}]",,98604,tt2147597,ru,Zolushka,"Masha Krapivina - is yet beautiful, and not that clever. She is just an ordinary girl, like thousands of her peers from different parts of the country, who risked to try to conquer Moscow and left their native country town.",0.803588,/cBFOyxe5HzIOIjJhipKQuslZsuV.jpg,"[{'name': 'Channel One Russia', 'id': 1039}, {'name': 'Central Partnership', 'id': 9342}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2012-02-14,0,91.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Cinderella,False,4.6,6
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,97672,tt2258565,ru,Samoubiytsy,"Comedy about the crazy adventures of three friends - Alexey, Tolik and Marina, who decided to commit suicide.",0.43125,/I6Pot43x3MFczy85xjcrAQIqwz.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2012-03-01,0,86.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Suicides,False,4.6,4
False,,2000000,"[{'id': 35, 'name': 'Comedy'}]",,100152,tt0417949,ru,Марс,"Somewhere deep, deep in Russia there is a town called Marks (named after Karl Marks, founder of Communism theory) where all people are working on toy factory and receiving their wages as toys. News from other cities are arriving on very rare occasion. One morning, Boris, a former boxing who is running from something, wakes up in train and see four letters MAR_S. From his first steps he starts to meet new people as Gregori, young man with a dream who is in love with local librarian, Greta, whose dream is to get out from this god-forgotten town. With each new step, he is meeting new people, but the past is hard to escape",0.380933,/cTa91m5Gikb8qqJ0blzcJxhZem0.jpg,[],[],2004-11-11,0,100.0,[],Released,,Mars,False,5.0,2
False,,800000,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}]",,62757,tt0933361,en,Dikari,"The sea, August, interesting and simple people. They tan, swim, play volleyball, basketball, drink, dance and then find someone to spend the night with. Many grew out of their student phase and can afford a more comfortable holiday but when July comes they grab a tent, jump into their cars and come here. Here, nobody talks about work and the size of your wallet means nothing.",0.903061,/t14Sb80sXJCAa3ERs0UoheXhSD9.jpg,[],[],2006-11-23,1328612,100.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Savages,False,5.8,6
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 80, 'name': 'Crime'}]",,449131,tt0321264,ru,Aprel,,0.008903,,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",,0,,[],Released,,Aprel,False,6.0,1
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}, {'id': 28, 'name': 'Action'}]",,61966,tt1186656,en,Kacheli,"The life of a characters of this movie can be described as a swing - up and down, up and down; each day, each week...",0.516834,/uhw7kepObdt6HjBz6BajDYHMkkp.jpg,"[{'name': 'Krasnaya Strela', 'id': 3006}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2008-02-14,0,84.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Swing,False,4.0,2
False,,2000000,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,63281,tt1718881,en,Про любоff,"У девушки Даши, приехавшей с подругой «покорять» Москву, редкая специальность — преподаватель техники речи, а жизнь — самая обыкновенная: съемная квартира, невысокие гонорары и занятия с утра до вечера. Однажды Даша получает выгодное предложение — дать уроки преуспевающему бизнесмену Владу, участвующему в политических выборах. У героев начинается бурный роман. Но случайная встреча с женой Влада заставляет Дашу взглянуть на происходящее совсем с другой стороны. И Влад оказывается совсем не героем романа и вовсе не мужчиной мечты…",0.121844,/f8umkhHSctmiU4hw7U1IK1JxFT7.jpg,"[{'name': 'Profit', 'id': 21163}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2010-09-30,1268793,107.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Pro Lyuboff,False,4.0,3
False,,0,"[{'id': 10749, 'name': 'Romance'}, {'id': 18, 'name': 'Drama'}]",,70965,tt1735198,en,Кука,A woman and a young girl in different cities are struggling to find their way in this world. Will their paths intersect and will that change their destinies?,0.655728,/ofn6ObRZnWIQ5wEPHjEj31PoeCw.jpg,"[{'name': 'Staralis Film Company', 'id': 19791}]","[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2007-11-29,0,104.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Kuka,False,6.3,7
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,75608,tt0059091,en,Dead Birds,"The film's title is borrowed from a Dani fable that Gardner recounts in voice-over. The Dani people, whom Gardner identifies mysteriously as ""a mountain people,"" believe that there was once a great race between a bird and a snake, which was to determine the lives of human beings. Should men shed their skins and live forever like snakes, or die like birds? The bird won the race, dictating that man must die. The film's plot revolves around two characters, Weyak and Pua. Weyak is a warrior who guards the frontier between the land of his tribe and that of the neighboring tribe. Pua is a young boy whom Gardner depicts as weak and inept.",0.072811,/2kmV6YUooIwzrfxHqGGuFHtk96u.jpg,"[{'name': 'Peabody Museum', 'id': 79427}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1963-10-01,0,84.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dead Birds,False,5.3,2
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,275331,tt0392137,en,The Hunters,"An ethnographic film that documents the efforts of four !Kung men (also known as Ju/'hoansi or Bushmen) to hunt a giraffe in the Kalahari Desert of Namibia. The footage was shot by John Marshall during a Smithsonian-Harvard Peabody sponsored expedition in 1952–53. In addition to the giraffe hunt, the film shows other aspects of !Kung life at that time, including family relationships, socializing and storytelling, and the hard work of gathering plant foods and hunting for small game.",0.141547,/jaNSu7XVCLc94ogmTnqFArTlOTL.jpg,"[{'name': 'Harvard University', 'id': 59193}, {'name': 'Peabody Museum', 'id': 79427}, {'name': 'Film Study Center', 'id': 79428}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1957-01-01,0,72.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,The Hunters,False,5.0,1
False,,0,"[{'id': 35, 'name': 'Comedy'}]",,282308,tt0427767,en,Rigadin peintre cubiste,"After visiting the first Cubist exposition in Paris, Rigadin (Charles Prince) is struck by his discovery: A egg is a rhombus, the earth a cube! Unfortunately, he is engaged to Miss Rondebosse (Gabrielle Lange), whose father is head of the Tradition...",0.003732,/rGi2o6TDQhiYeaYQqPQkwKx8qfJ.jpg,"[{'name': 'Pathé Frères', 'id': 21594}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1912-01-01,0,0.0,"[{'iso_639_1': 'fr', 'name': 'Français'}]",Released,,"Whiffles, Cubic Artist",False,0.0,0
False,,0,"[{'id': 80, 'name': 'Crime'}, {'id': 35, 'name': 'Comedy'}, {'id': 28, 'name': 'Action'}, {'id': 10751, 'name': 'Family'}]",,461297,tt6212210,en,Cop and a Half: New Recruit,"In this family-friendly action reboot of the 1993 film, Karina Foley, an ambitious and spunky 12-year-old, inserts herself in a police investigation of the Badge Bandit, led by the grizzled, veteran detective Mark Simmons. Much to Simmons' disapproval, Karina partners up with him to stop the Badge Bandit from further wreaking havoc on the city. Through wit, skill, and green smoothies, Karina and Detective Simmons save the day and build a strong relationship in the process.",1.248353,/qRW0hlQaeGAtz6YBgzUbv9o8YVA.jpg,"[{'name': 'Universal Pictures', 'id': 33}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2017-08-01,0,97.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,One Kid's Fantasy. One Cop's Nightmare.,Cop and a Half: New Recruit,False,6.0,1
False,,0,"[{'id': 18, 'name': 'Drama'}]",,258907,tt0071450,en,Dyketactics,"Born in Los Angeles but a New Yorker by choice, Barbara Hammer is a whole genre unto herself. Her pioneering 1974 short film Dyketactics, a four-minute, hippie wonder consisting of frolicking naked women in the countryside, broke new ground for its exploration of lesbian identity, desire and aesthetic. (from bfi.org.uk)",0.331254,/zj7cEOSbqGiUpXjyt6t9LfpdzG5.jpg,[],"[{'iso_3166_1': 'US', 'name': 'United States of America'}]",1974-01-01,0,4.0,"[{'iso_639_1': 'en', 'name': 'English'}]",Released,,Dyketactics,False,8.0,1
False,,0,"[{'id': 99, 'name': 'Documentary'}]",,127762,tt0000023,fr,Baignade en Mer,"Several little boys run along a pier, then jump into the ocean.",0.429666,/jt7xCKXBAJSZG1FtwEgD0FM1ExY.jpg,"[{'name': 'Lumière', 'id': 11793}]","[{'iso_3166_1': 'FR', 'name': 'France'}]",1895-12-28,0,1.0,"[{'iso_639_1': 'xx', 'name': 'No Language'}]",Released,,Baignade en Mer,False,5.3,12
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10751, 'name': 'Family'}, {'id': 14, 'name': 'Fantasy'}]",,18098,tt0181199,en,Arabian Nights,"Scheherezade puts herself in danger to save Sultan Schariar, her childhood friend, from the madness that has gripped him since the death of his cheating wife at his own hands.",2.266456,/vpIDK57iDCCv0DB6Ogq1QlrmQUI.jpg,"[{'name': 'Studio Babelsberg', 'id': 264}, {'name': 'International Traders', 'id': 6408}, {'name': 'Hallmark Entertainment', 'id': 31060}, {'name': 'RTL Television', 'id': 52597}, {'name': 'Golden Horn Films', 'id': 52598}]","[{'iso_3166_1': 'US', 'name': 'United States of America'}]",2000-04-30,0,175.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'pl', 'name': 'Polski'}, {'iso_639_1': 'es', 'name': 'Español'}]",Released,"When Night Falls, the Adventure Begins!",Arabian Nights,False,6.9,21
False,,0,"[{'id': 18, 'name': 'Drama'}, {'id': 10769, 'name': 'Foreign'}]",,52103,tt0144020,zh,Xiao Wu,"Little pocket thief Wu never got away from the streets like his friends did. He realises that he is alone, as his old buddy doesn't invite him for his wedding. When he falls in love with a hooker he is forced to think about his future. Can he break with his criminal past?",0.350365,/gcEuRXZrQk2hz4Ohx4MmBBAxhpX.jpg,"[{'name': 'Hu Tong Communications', 'id': 14524}, {'name': 'Radiant Advertising Company', 'id': 94942}]","[{'iso_3166_1': 'CN', 'name': 'China'}, {'iso_3166_1': 'HK', 'name': 'Hong Kong'}]",1997-01-01,0,105.0,"[{'iso_639_1': 'zh', 'name': '普通话'}]",Released,,Pickpocket,False,7.2,13
False,,5000000,"[{'id': 28, 'name': 'Action'}, {'id': 35, 'name': 'Comedy'}, {'id': 80, 'name': 'Crime'}, {'id': 10769, 'name': 'Foreign'}]",,63898,tt1110037,ru,Антидурь,"Failing to complete an important assignment without casualties, fearless crime fighters from an elite special service agency, masters of disguise and simply fun guys ""Velik"" and ""Koshka"" were demoted to serve in a department of a Drug Enforcement Agency...",0.039793,/f5XOYgsF4oCTz0A4gY8qD9g3l5y.jpg,[],"[{'iso_3166_1': 'RU', 'name': 'Russia'}]",2007-09-06,1413000,91.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,Antidur,False,1.0,1
False,,0,"[{'id': 35, 'name': 'Comedy'}, {'id': 18, 'name': 'Drama'}, {'id': 10749, 'name': 'Romance'}]",,174271,tt0116345,en,The Fortunes and Misfortunes of Moll Flanders,"In her filthy cell in Newgate prison Moll Flanders, dubbed 'the wickedest woman in England' tells her story. Born in the gaol, after her mother is transported Moll is raised by the kindly mayor of Colchester and his wife, whose two sons lust after her. She enjoys sex with handsome Rowland, who teaches her that money talks, but, realizing he only wants her as a mistress, she marries his duller brother Robin, who conveniently dies after five years, leaving her wealthy. She goes to London, briefly meeting highwayman Jemmy Seagrove, and marries parvenu draper Daniel Dawkins, but he has huge debts and must flee to France, leaving Moll alone and poor. Moll meets handsome young American sea captain Lemuel Golightly, who marries her and takes her to Virginia and a good life style, along with his mother. They have two children and are blissfully happy until Moll discovers her mother-in-law is also her birth mother. She has married her own brother. She returns to England and poses as wealthy ...",1.237982,/3axe2JK3OM9zwYmKisUYY7JmuPD.jpg,"[{'name': 'Granada Television', 'id': 14063}]",[],1996-10-13,0,108.0,"[{'iso_639_1': 'en', 'name': 'English'}, {'iso_639_1': 'de', 'name': 'Deutsch'}]",Released,Notorius Scandalous Unforgettable,The Fortunes and Misfortunes of Moll Flanders,False,5.8,8
False,,0,"[{'id': 12, 'name': 'Adventure'}]",,42652,tt0096356,ru,Uznik Zamka If,"A Russian version of the classic Alexandre Dumas novel. Edmond Dantes is falsely accused by those jealous of his good fortune, and is sentenced to spend the rest of his life in the notorious island prison, Chateau d'If. While imprisoned, he meets the Abbe Faria, a fellow prisoner whom everyone believes to be mad. The Abbe tells Edmond of a fantastic treasure hidden away on a tiny island, that only he knows the location of. After many years in prison, the old Abbe dies, and Edmond escapes disguised as the dead body. Now free, Edmond must find the treasure the Abbe told him of, so he can use the new-found wealth to exact revenge on those who have wronged him",0.243401,/ejzm0MTyaCD0FEXntONlzBufF7s.jpg,"[{'name': 'Odessa Film Studios', 'id': 13852}]","[{'iso_3166_1': 'UA', 'name': 'Ukraine'}, {'iso_3166_1': 'RU', 'name': 'Russia'}]",1988-01-01,0,270.0,"[{'iso_639_1': 'ru', 'name': 'Pусский'}]",Released,,The Prisoner of If Castle,False,5.0,3
